vulnerability_type,code,processed_code,language,target
Cross-Site Scripting (XSS),"import java.io.*;
import javax.servlet.*;
import javax.servlet.http.*;

public class VulnerableServlet extends HttpServlet {
    protected void doPost(HttpServletRequest request, HttpServletResponse response) throws ServletException, IOException {
        String userInput = request.getParameter(""input"");
        PrintWriter out = response.getWriter();
        
        out.println(""<html>"");
        out.println(""<body>"");
        out.println(""<h1>Hello, "" + userInput + ""</h1>""); // Vulnerability: User input directly inserted into the HTML response
        out.println(""</body>"");
        out.println(""</html>"");
    }
}","import java.io.*; import javax.servlet.*; import javax.servlet.http.*; public class VulnerableServlet extends HttpServlet { protected void doPost(HttpServletRequest request, HttpServletResponse response) throws ServletException, IOException { String userInput = request.getParameter(""input""); PrintWriter out = response.getWriter(); out.println(""<html>""); out.println(""<body>""); out.println(""<h1>Hello, "" + userInput + ""</h1>""); // Vulnerability: User input directly inserted into the HTML response out.println(""</body>""); out.println(""</html>""); } }",java,1
Clear,"const userData = JSON.parse(userInput); // Safe JSON parsing
if (userData && typeof userData === 'object') {
    processUserData(userData);
}
","const userData = JSON.parse(userInput); // Safe JSON parsing
if (userData && typeof userData === 'object') {
    processUserData(userData);
}
",javascript,0
XSS,"<?php
echo $_GET['message']; // XSS
?>","<?php
echo $_GET['message']; // XSS
?>",php,1
Buffer Overflow,"char buffer[10]; scanf(""%s"", buffer);","char buffer[10]; scanf(""%s"", buffer);",c,1
Out-of-Bounds,"#include <iostream>

class UnsafeClass {
    int data[10];
public:
    int get_data(int index) {
        return data[index]; // no bounds checking
    }
};","#include <iostream>

class UnsafeClass {
    int data[10];
public:
    int get_data(int index) {
        return data[index]; // no bounds checking
    }
};",cpp,1
Buffer Overflow,"char buffer[10]; scanf(""%s"", buffer);","char buffer[10]; scanf(""%s"", buffer);",c,1
Clear,"import pickle
def safe_deserialize(data):
    allowed_classes = {'SafeClass', 'AnotherSafeClass'}
    return pickle.loads(data)","import pickle
def safe_deserialize(data):
    allowed_classes = {'SafeClass', 'AnotherSafeClass'}
    return pickle.loads(data)",python,0
Clear,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;

public class CommandInjectionSecure {
    public static void main(String[] args) throws IOException {
        BufferedReader br = new BufferedReader(new InputStreamReader(System.in));

        System.out.print(""Enter a command to execute: "");
        String command = br.readLine();

        // Secure code: using ProcessBuilder to safely execute the command
        ProcessBuilder processBuilder = new ProcessBuilder(command);
        Process process = processBuilder.start();

        BufferedReader reader = new BufferedReader(new InputStreamReader(process.getInputStream()));
        String line;

        while ((line = reader.readLine()) != null) {
            System.out.println(line);
        }
    }
}","import java.io.BufferedReader; import java.io.IOException; import java.io.InputStreamReader; public class CommandInjectionSecure { public static void main(String[] args) throws IOException { BufferedReader br = new BufferedReader(new InputStreamReader(System.in)); System.out.print(""Enter a command to execute: ""); String command = br.readLine(); // Secure code: using ProcessBuilder to safely execute the command ProcessBuilder processBuilder = new ProcessBuilder(command); Process process = processBuilder.start(); BufferedReader reader = new BufferedReader(new InputStreamReader(process.getInputStream())); String line; while ((line = reader.readLine()) != null) { System.out.println(line); } } }",java,0
SQL Injection,"app.get('/user/:id', (req, res) => {
    const query = `SELECT * FROM users WHERE id = ${req.params.id}`; // SQL Injection
    db.query(query, (err, result) => {
        res.json(result);
    });
});
","app.get('/user/:id', (req, res) => {
    const query = `SELECT * FROM users WHERE id = ${req.params.id}`; // SQL Injection
    db.query(query, (err, result) => {
        res.json(result);
    });
});
",javascript,1
SQL Injection,"import java.sql.Connection;
import java.sql.DriverManager;
import java.sql.ResultSet;
import java.sql.SQLException;
import java.sql.Statement;

public class SQLInjectionVulnerability {

    public static void main(String[] args) {
        String userInput = ""'; DROP TABLE users; --"";

        try {
            Connection connection = DriverManager.getConnection(""jdbc:mysql://localhost:3306/mydatabase"", ""username"", ""password"");
            Statement statement = connection.createStatement();

            // Vulnerable query concatenating user input directly
            String query = ""SELECT * FROM users WHERE username='"" + userInput + ""'"";
            
            ResultSet resultSet = statement.executeQuery(query);

            while (resultSet.next()) {
                System.out.println(resultSet.getString(""username""));
            }

        } catch (SQLException e) {
            e.printStackTrace();
        }
    }
}","import java.sql.Connection; import java.sql.DriverManager; import java.sql.ResultSet; import java.sql.SQLException; import java.sql.Statement; public class SQLInjectionVulnerability { public static void main(String[] args) { String userInput = ""'; DROP TABLE users; --""; try { Connection connection = DriverManager.getConnection(""jdbc:mysql://localhost:3306/mydatabase"", ""username"", ""password""); Statement statement = connection.createStatement(); // Vulnerable query concatenating user input directly String query = ""SELECT * FROM users WHERE username='"" + userInput + ""'""; ResultSet resultSet = statement.executeQuery(query); while (resultSet.next()) { System.out.println(resultSet.getString(""username"")); } } catch (SQLException e) { e.printStackTrace(); } } }",java,1
Clear,"To fix the Buffer Overflow vulnerability in the provided Java code snippet, you can follow these steps:

1. Limit the input size to prevent buffer overflow:
   - Define a maximum size for the input string to ensure that it does not exceed the buffer size.
   - Validate the length of the user input before copying it into the buffer.

2. Use safe methods to copy input into the buffer:
   - Instead of directly using `getChars()` method, use `Arrays.copyOf` or `System.arraycopy` to safely copy a portion of the user input into the buffer.
   
3. Avoid using fixed-size buffers:
   - Use dynamic data structures like `StringBuilder` or `ArrayList` to store and manipulate user input without worrying about fixed-size buffers.

Here is an updated version of your code with these security measures implemented:

```java
import java.util.Scanner;
import java.util.Arrays;

public class SecureBuffer {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);

        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();

        // Limiting the input size to prevent buffer overflow
        int bufferSize = Math.min(userInput.length(), 10);
        
        char[] buffer = new","To fix the Buffer Overflow vulnerability in the provided Java code snippet, you can follow these steps: 1. Limit the input size to prevent buffer overflow: - Define a maximum size for the input string to ensure that it does not exceed the buffer size. - Validate the length of the user input before copying it into the buffer. 2. Use safe methods to copy input into the buffer: - Instead of directly using `getChars()` method, use `Arrays.copyOf` or `System.arraycopy` to safely copy a portion of the user input into the buffer. 3. Avoid using fixed-size buffers: - Use dynamic data structures like `StringBuilder` or `ArrayList` to store and manipulate user input without worrying about fixed-size buffers. Here is an updated version of your code with these security measures implemented: ```java import java.util.Scanner; import java.util.Arrays; public class SecureBuffer { public static void main(String[] args) { Scanner scanner = new Scanner(System.in); System.out.print(""Enter a string: ""); String userInput = scanner.nextLine(); // Limiting the input size to prevent buffer overflow int bufferSize = Math.min(userInput.length(), 10); char[] buffer = new",java,0
